date       ,state  ,district ,pincode ,bio_age_5_17 ,bio_age_17_
13-10-2025 ,Orissa ,Puri     , 752119 ,           0 ,          1
21-10-2025 ,Orissa ,Puri     , 751002 ,           0 ,          1
22-10-2025 ,Orissa ,Puri     , 752110 ,           0 ,          3
22-10-2025 ,Orissa ,Puri     , 752119 ,           0 ,          3
09-10-2025 ,Orissa ,Puri     , 752002 ,           0 ,          2
04-10-2025 ,Orissa ,Puri     , 752107 ,           0 ,          1
04-10-2025 ,Orissa ,Puri     , 752116 ,           0 ,          1
21-09-2025 ,Orissa ,Puri     , 752045 ,           0 ,          1
22-09-2025 ,Orissa ,Puri     , 752050 ,           0 ,          1
22-09-2025 ,Orissa ,Puri     , 752108 ,           0 ,          2
13-09-2025 ,Orissa ,Puri     , 752109 ,           0 ,          2
15-09-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
17-09-2025 ,Orissa ,Puri     , 752045 ,           0 ,          1
16-09-2025 ,Orissa ,Puri     , 752017 ,           0 ,          1
16-09-2025 ,Orissa ,Puri     , 752116 ,           0 ,          2
01-09-2025 ,Orissa ,Puri     , 752011 ,           0 ,          3
01-09-2025 ,Orissa ,Puri     , 752114 ,           0 ,          4
31-08-2025 ,Orissa ,Puri     , 752014 ,           0 ,          1
31-08-2025 ,Orissa ,Puri     , 752016 ,           0 ,          1
31-08-2025 ,Orissa ,Puri     , 752110 ,           0 ,          1
19-08-2025 ,Orissa ,Puri     , 752017 ,           0 ,          1
19-08-2025 ,Orissa ,Puri     , 752116 ,           0 ,          1
20-08-2025 ,Orissa ,Puri     , 752105 ,           0 ,          2
20-08-2025 ,Orissa ,Puri     , 752107 ,           1 ,          2
20-08-2025 ,Orissa ,Puri     , 752111 ,           0 ,          2
22-08-2025 ,Orissa ,Puri     , 752016 ,           0 ,          1
22-08-2025 ,Orissa ,Puri     , 752105 ,           0 ,          1
22-08-2025 ,Orissa ,Puri     , 752118 ,           0 ,          1
21-08-2025 ,Orissa ,Puri     , 752013 ,           0 ,          1
02-09-2025 ,Orissa ,Puri     , 752109 ,           0 ,          3
02-09-2025 ,Orissa ,Puri     , 752111 ,           0 ,          3
02-09-2025 ,Orissa ,Puri     , 752118 ,           0 ,          1
23-08-2025 ,Orissa ,Puri     , 752104 ,           0 ,          2
23-08-2025 ,Orissa ,Puri     , 752121 ,           0 ,          1
25-08-2025 ,Orissa ,Puri     , 752046 ,           0 ,          1
15-08-2025 ,Orissa ,Puri     , 752108 ,           0 ,          1
15-08-2025 ,Orissa ,Puri     , 752110 ,           0 ,          3
14-08-2025 ,Orissa ,Puri     , 752107 ,           0 ,          1
13-08-2025 ,Orissa ,Puri     , 751002 ,           0 ,          1
13-08-2025 ,Orissa ,Puri     , 752104 ,           1 ,          2
13-08-2025 ,Orissa ,Puri     , 752113 ,           0 ,          1
12-08-2025 ,Orissa ,Puri     , 752011 ,           0 ,          2
12-08-2025 ,Orissa ,Puri     , 752108 ,           0 ,          2
12-08-2025 ,Orissa ,Puri     , 752109 ,           0 ,          5
18-08-2025 ,Orissa ,Puri     , 752011 ,           0 ,          3
18-08-2025 ,Orissa ,Puri     , 752015 ,           0 ,          1
11-08-2025 ,Orissa ,Puri     , 752109 ,           1 ,          5
09-08-2025 ,Orissa ,Puri     , 752045 ,           0 ,          1
04-08-2025 ,Orissa ,Puri     , 752002 ,           1 ,          4
06-08-2025 ,Orissa ,Puri     , 752119 ,           1 ,          0
05-08-2025 ,Orissa ,Puri     , 752121 ,           0 ,          1
01-08-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
01-08-2025 ,Orissa ,Puri     , 752119 ,           0 ,          1
30-07-2025 ,Orissa ,Puri     , 752108 ,           0 ,          3
31-07-2025 ,Orissa ,Puri     , 752046 ,           0 ,          1
31-07-2025 ,Orissa ,Puri     , 752118 ,           0 ,          1
25-07-2025 ,Orissa ,Puri     , 752045 ,           0 ,          1
26-07-2025 ,Orissa ,Puri     , 752109 ,           0 ,          1
21-07-2025 ,Orissa ,Puri     , 752121 ,           0 ,          1
20-07-2025 ,Orissa ,Puri     , 752110 ,           0 ,          1
10-07-2025 ,Orissa ,Puri     , 752108 ,           0 ,          1
11-07-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
14-07-2025 ,Orissa ,Puri     , 752111 ,           0 ,          2
23-07-2025 ,Orissa ,Puri     , 752046 ,           0 ,          1
23-07-2025 ,Orissa ,Puri     , 752105 ,           0 ,          1
23-07-2025 ,Orissa ,Puri     , 752108 ,           0 ,          2
23-07-2025 ,Orissa ,Puri     , 752111 ,           0 ,          1
23-07-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
01-07-2025 ,Orissa ,Puri     , 752106 ,           0 ,          4
01-07-2025 ,Orissa ,Puri     , 752118 ,           0 ,          1
29-07-2025 ,Orissa ,Puri     , 752114 ,           1 ,          2
28-07-2025 ,Orissa ,Puri     , 752114 ,           0 ,          3
05-07-2025 ,Orissa ,Puri     , 752107 ,           0 ,          2
04-07-2025 ,Orissa ,Puri     , 752105 ,           0 ,          1
22-07-2025 ,Orissa ,Puri     , 752017 ,           0 ,          1
30-06-2025 ,Orissa ,Puri     , 752045 ,           0 ,          1
30-06-2025 ,Orissa ,Puri     , 752100 ,           0 ,          1
08-07-2025 ,Orissa ,Puri     , 752108 ,           0 ,          1
07-07-2025 ,Orissa ,Puri     , 752015 ,           0 ,          2
07-07-2025 ,Orissa ,Puri     , 752016 ,           0 ,          3
03-07-2025 ,Orissa ,Puri     , 752116 ,           0 ,          1
12-07-2025 ,Orissa ,Puri     , 752016 ,           1 ,          0
12-07-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
14-07-2025 ,Orissa ,Puri     , 752106 ,           1 ,          2
23-07-2025 ,Orissa ,Puri     , 752107 ,           0 ,          1
23-07-2025 ,Orissa ,Puri     , 752119 ,           0 ,          1
23-07-2025 ,Orissa ,Puri     , 752121 ,           1 ,          0
01-08-2025 ,Orissa ,Puri     , 752014 ,           0 ,          4
01-08-2025 ,Orissa ,Puri     , 752016 ,           2 ,          2
01-08-2025 ,Orissa ,Puri     , 752104 ,           3 ,          0
29-07-2025 ,Orissa ,Puri     , 752105 ,           0 ,          1
29-07-2025 ,Orissa ,Puri     , 752106 ,           1 ,          1
30-07-2025 ,Orissa ,Puri     , 752014 ,           0 ,          5
30-07-2025 ,Orissa ,Puri     , 752046 ,           0 ,          1
30-07-2025 ,Orissa ,Puri     , 752109 ,           0 ,          2
30-07-2025 ,Orissa ,Puri     , 752116 ,           1 ,          0
04-08-2025 ,Orissa ,Puri     , 752015 ,           0 ,          1
04-08-2025 ,Orissa ,Puri     , 752104 ,           1 ,          0
04-08-2025 ,Orissa ,Puri     , 752116 ,           1 ,          0
05-08-2025 ,Orissa ,Puri     , 752107 ,           1 ,          0
05-08-2025 ,Orissa ,Puri     , 752113 ,           0 ,          2
23-10-2025 ,Orissa ,Puri     , 752107 ,           1 ,          0
23-10-2025 ,Orissa ,Puri     , 752111 ,           0 ,          3
27-10-2025 ,Orissa ,Puri     , 752104 ,           1 ,          1
27-10-2025 ,Orissa ,Puri     , 752105 ,           1 ,          1
27-10-2025 ,Orissa ,Puri     , 752106 ,           0 ,          2
30-10-2025 ,Orissa ,Puri     , 752014 ,           1 ,          3
29-10-2025 ,Orissa ,Puri     , 752014 ,           0 ,          4
29-10-2025 ,Orissa ,Puri     , 752016 ,           0 ,          1
29-10-2025 ,Orissa ,Puri     , 752105 ,           0 ,          1
29-10-2025 ,Orissa ,Puri     , 752118 ,           1 ,          0
22-10-2025 ,Orissa ,Puri     , 752105 ,           1 ,          0
22-10-2025 ,Orissa ,Puri     , 752111 ,           1 ,          4
17-10-2025 ,Orissa ,Puri     , 752110 ,           0 ,          1
17-10-2025 ,Orissa ,Puri     , 752119 ,           0 ,          4
17-10-2025 ,Orissa ,Puri     , 752121 ,           0 ,          1
25-10-2025 ,Orissa ,Puri     , 752113 ,           0 ,          1
24-10-2025 ,Orissa ,Puri     , 752110 ,           0 ,          2
28-10-2025 ,Orissa ,Puri     , 752016 ,           0 ,          1
28-10-2025 ,Orissa ,Puri     , 752110 ,           2 ,          0
31-10-2025 ,Orissa ,Puri     , 752109 ,           2 ,          1
01-11-2025 ,Orissa ,Puri     , 752014 ,           2 ,          3
01-11-2025 ,Orissa ,Puri     , 752015 ,           0 ,          1
01-11-2025 ,Orissa ,Puri     , 752121 ,           0 ,          1
18-09-2025 ,Orissa ,Puri     , 752002 ,           1 ,          3
18-09-2025 ,Orissa ,Puri     , 752050 ,           0 ,          1
18-09-2025 ,Orissa ,Puri     , 752106 ,           0 ,          1
19-09-2025 ,Orissa ,Puri     , 752002 ,           0 ,          3
19-09-2025 ,Orissa ,Puri     , 752016 ,           0 ,          6
19-09-2025 ,Orissa ,Puri     , 752105 ,           0 ,          2
17-09-2025 ,Orissa ,Puri     , 752012 ,           0 ,          1
17-09-2025 ,Orissa ,Puri     , 752014 ,           2 ,          1
17-09-2025 ,Orissa ,Puri     , 752111 ,           0 ,          1
24-09-2025 ,Orissa ,Puri     , 752002 ,           0 ,          2
24-09-2025 ,Orissa ,Puri     , 752104 ,           0 ,          1
24-09-2025 ,Orissa ,Puri     , 752119 ,           0 ,          3
23-09-2025 ,Orissa ,Puri     , 752106 ,           0 ,          4
06-10-2025 ,Orissa ,Puri     , 751002 ,           0 ,          1
06-10-2025 ,Orissa ,Puri     , 752104 ,           0 ,          2
06-10-2025 ,Orissa ,Puri     , 752106 ,           0 ,          2
13-09-2025 ,Orissa ,Puri     , 752045 ,           1 ,          0
13-09-2025 ,Orissa ,Puri     , 752104 ,           0 ,          1
13-09-2025 ,Orissa ,Puri     , 752111 ,           0 ,          1
13-09-2025 ,Orissa ,Puri     , 752116 ,           0 ,          1
25-09-2025 ,Orissa ,Puri     , 752014 ,           0 ,          9
25-09-2025 ,Orissa ,Puri     , 752104 ,           0 ,          1
25-09-2025 ,Orissa ,Puri     , 752109 ,           0 ,          2
25-09-2025 ,Orissa ,Puri     , 752113 ,           1 ,          0
25-09-2025 ,Orissa ,Puri     , 752114 ,           1 ,          0
26-09-2025 ,Orissa ,Puri     , 752016 ,           0 ,          1
09-10-2025 ,Orissa ,Puri     , 752106 ,           1 ,          3
09-10-2025 ,Orissa ,Puri     , 752111 ,           1 ,          0
16-09-2025 ,Orissa ,Puri     , 752104 ,           0 ,          1
16-09-2025 ,Orissa ,Puri     , 752111 ,           0 ,          1
15-09-2025 ,Orissa ,Puri     , 751002 ,           0 ,          1
15-09-2025 ,Orissa ,Puri     , 752045 ,           0 ,          2
15-09-2025 ,Orissa ,Puri     , 752046 ,           1 ,          3
20-09-2025 ,Orissa ,Puri     , 752109 ,           0 ,          2
20-09-2025 ,Orissa ,Puri     , 752114 ,           1 ,          0
27-09-2025 ,Orissa ,Puri     , 752105 ,           1 ,          0
27-09-2025 ,Orissa ,Puri     , 752111 ,           0 ,          1
03-11-2025 ,Orissa ,Puri     , 752002 ,           1 ,          2
03-11-2025 ,Orissa ,Puri     , 752015 ,           4 ,          0
03-11-2025 ,Orissa ,Puri     , 752104 ,           1 ,          0
03-11-2025 ,Orissa ,Puri     , 752110 ,           0 ,          3
03-11-2025 ,Orissa ,Puri     , 752118 ,           0 ,          1
04-11-2025 ,Orissa ,Puri     , 752014 ,           0 ,          4
04-11-2025 ,Orissa ,Puri     , 752104 ,           0 ,          3
04-11-2025 ,Orissa ,Puri     , 752106 ,           0 ,          1
07-11-2025 ,Orissa ,Puri     , 752045 ,           0 ,          1
07-11-2025 ,Orissa ,Puri     , 752104 ,           1 ,          0
07-11-2025 ,Orissa ,Puri     , 752108 ,           0 ,          1
07-11-2025 ,Orissa ,Puri     , 752111 ,           0 ,          1
06-11-2025 ,Orissa ,Puri     , 752014 ,           1 ,          7
06-11-2025 ,Orissa ,Puri     , 752016 ,           1 ,          0
06-11-2025 ,Orissa ,Puri     , 752104 ,           2 ,          0
06-11-2025 ,Orissa ,Puri     , 752109 ,           1 ,          2
06-11-2025 ,Orissa ,Puri     , 752110 ,           0 ,          2
06-11-2025 ,Orissa ,Puri     , 752114 ,           0 ,          2
08-11-2025 ,Orissa ,Puri     , 752113 ,           0 ,          1
08-11-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
25-06-2025 ,Orissa ,Puri     , 752121 ,           0 ,          1
06-06-2025 ,Orissa ,Puri     , 751002 ,           0 ,          1
06-06-2025 ,Orissa ,Puri     , 752111 ,           0 ,          3
05-06-2025 ,Orissa ,Puri     , 752109 ,           0 ,          2
02-06-2025 ,Orissa ,Puri     , 752011 ,           0 ,          2
03-06-2025 ,Orissa ,Puri     , 752016 ,           0 ,          3
03-06-2025 ,Orissa ,Puri     , 752100 ,           0 ,          1
03-06-2025 ,Orissa ,Puri     , 752105 ,           0 ,          1
03-06-2025 ,Orissa ,Puri     , 752118 ,           0 ,          1
21-10-2025 ,Orissa ,Puri     , 752016 ,           0 ,          3
18-10-2025 ,Orissa ,Puri     , 752046 ,           0 ,          1
18-10-2025 ,Orissa ,Puri     , 752110 ,           0 ,          1
08-06-2025 ,Orissa ,Puri     , 752110 ,           0 ,          1
30-05-2025 ,Orissa ,Puri     , 752116 ,           1 ,          0
29-05-2025 ,Orissa ,Puri     , 752045 ,           0 ,          3
28-05-2025 ,Orissa ,Puri     , 752107 ,           0 ,          1
26-05-2025 ,Orissa ,Puri     , 752011 ,           0 ,          1
26-05-2025 ,Orissa ,Puri     , 752046 ,           0 ,          1
26-05-2025 ,Orissa ,Puri     , 752106 ,           0 ,          1
27-05-2025 ,Orissa ,Puri     , 752011 ,           0 ,          1
31-05-2025 ,Orissa ,Puri     , 752108 ,           0 ,          1
31-05-2025 ,Orissa ,Puri     , 752114 ,           0 ,          2
20-05-2025 ,Orissa ,Puri     , 752119 ,           0 ,          1
22-05-2025 ,Orissa ,Puri     , 752015 ,           0 ,          1
22-05-2025 ,Orissa ,Puri     , 752110 ,           0 ,          2
25-05-2025 ,Orissa ,Puri     , 752014 ,           0 ,          3
25-05-2025 ,Orissa ,Puri     , 752046 ,           0 ,          1
12-07-2025 ,Orissa ,Puri     , 752109 ,           0 ,          1
09-07-2025 ,Orissa ,Puri     , 752045 ,           0 ,          1
09-07-2025 ,Orissa ,Puri     , 752107 ,           0 ,          1
19-07-2025 ,Orissa ,Puri     , 752045 ,           0 ,          2
20-06-2025 ,Orissa ,Puri     , 751002 ,           0 ,          1
20-06-2025 ,Orissa ,Puri     , 752120 ,           0 ,          1
22-06-2025 ,Orissa ,Puri     , 752106 ,           0 ,          1
10-06-2025 ,Orissa ,Puri     , 752108 ,           0 ,          1
10-06-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
26-06-2025 ,Orissa ,Puri     , 752015 ,           0 ,          1
26-06-2025 ,Orissa ,Puri     , 752105 ,           1 ,          0
27-06-2025 ,Orissa ,Puri     , 752002 ,           0 ,          2
27-06-2025 ,Orissa ,Puri     , 752111 ,           0 ,          1
29-06-2025 ,Orissa ,Puri     , 752014 ,           0 ,          1
29-06-2025 ,Orissa ,Puri     , 752110 ,           0 ,          1
28-06-2025 ,Orissa ,Puri     , 752110 ,           0 ,          2
24-06-2025 ,Orissa ,Puri     , 752105 ,           0 ,          1
14-06-2025 ,Orissa ,Puri     , 752107 ,           0 ,          1
16-06-2025 ,Orissa ,Puri     , 752119 ,           0 ,          1
18-06-2025 ,Orissa ,Puri     , 752016 ,           0 ,          1
19-06-2025 ,Orissa ,Puri     , 752016 ,           0 ,          6
19-06-2025 ,Orissa ,Puri     , 752045 ,           0 ,          1
19-06-2025 ,Orissa ,Puri     , 752105 ,           1 ,          7
07-06-2025 ,Orissa ,Puri     , 752002 ,           0 ,          2
06-06-2025 ,Orissa ,Puri     , 752110 ,           1 ,          2
06-06-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
09-06-2025 ,Orissa ,Puri     , 752045 ,           0 ,          1
09-06-2025 ,Orissa ,Puri     , 752107 ,           0 ,          1
18-06-2025 ,Orissa ,Puri     , 752011 ,           0 ,          1
18-06-2025 ,Orissa ,Puri     , 752045 ,           1 ,          0
18-06-2025 ,Orissa ,Puri     , 752108 ,           1 ,          1
18-06-2025 ,Orissa ,Puri     , 752110 ,           0 ,          1
18-06-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
12-06-2025 ,Orissa ,Puri     , 752045 ,           0 ,          1
12-06-2025 ,Orissa ,Puri     , 752046 ,           0 ,          1
12-06-2025 ,Orissa ,Puri     , 752109 ,           0 ,          1
12-06-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
13-06-2025 ,Orissa ,Puri     , 752104 ,           0 ,          1
13-06-2025 ,Orissa ,Puri     , 752106 ,           1 ,          2
16-06-2025 ,Orissa ,Puri     , 752017 ,           0 ,          1
16-06-2025 ,Orissa ,Puri     , 752116 ,           1 ,          0
16-06-2025 ,Orissa ,Puri     , 752118 ,           1 ,          0
17-06-2025 ,Orissa ,Puri     , 752014 ,           1 ,          1
20-06-2025 ,Orissa ,Puri     , 752111 ,           1 ,          0
20-05-2025 ,Orissa ,Puri     , 752110 ,           0 ,          2
21-05-2025 ,Orissa ,Puri     , 752017 ,           0 ,          1
21-05-2025 ,Orissa ,Puri     , 752046 ,           0 ,          1
21-05-2025 ,Orissa ,Puri     , 752107 ,           1 ,          0
21-05-2025 ,Orissa ,Puri     , 752111 ,           0 ,          3
22-05-2025 ,Orissa ,Puri     , 752012 ,           0 ,          1
22-05-2025 ,Orissa ,Puri     , 752116 ,           0 ,          1
22-05-2025 ,Orissa ,Puri     , 752119 ,           0 ,          2
22-05-2025 ,Orissa ,Puri     , 752121 ,           0 ,          1
23-05-2025 ,Orissa ,Puri     , 752111 ,           0 ,          1
27-05-2025 ,Orissa ,Puri     , 752106 ,           1 ,          4
26-05-2025 ,Orissa ,Puri     , 751002 ,           0 ,          1
28-05-2025 ,Orissa ,Puri     , 752002 ,           0 ,          1
28-05-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
01-06-2025 ,Orissa ,Puri     , 752014 ,           0 ,          1
01-06-2025 ,Orissa ,Puri     , 752016 ,           0 ,          1
29-05-2025 ,Orissa ,Puri     , 751002 ,           1 ,          0
29-05-2025 ,Orissa ,Puri     , 752014 ,           0 ,          3
29-05-2025 ,Orissa ,Puri     , 752104 ,           0 ,          2
29-05-2025 ,Orissa ,Puri     , 752109 ,           0 ,          3
02-06-2025 ,Orissa ,Puri     , 752106 ,           0 ,          4
02-06-2025 ,Orissa ,Puri     , 752108 ,           3 ,          0
03-06-2025 ,Orissa ,Puri     , 752116 ,           0 ,          2
03-06-2025 ,Orissa ,Puri     , 752119 ,           0 ,          3
30-05-2025 ,Orissa ,Puri     , 752002 ,           1 ,          1
30-05-2025 ,Orissa ,Puri     , 752046 ,           0 ,          3
31-05-2025 ,Orissa ,Puri     , 752012 ,           0 ,          1
31-05-2025 ,Orissa ,Puri     , 754004 ,           0 ,          1
05-06-2025 ,Orissa ,Puri     , 752014 ,           2 ,          2
05-06-2025 ,Orissa ,Puri     , 752104 ,           0 ,          2
05-06-2025 ,Orissa ,Puri     , 752105 ,           2 ,          0
05-06-2025 ,Orissa ,Puri     , 752107 ,           0 ,          1
05-06-2025 ,Orissa ,Puri     , 752111 ,           1 ,          0
10-06-2025 ,Orissa ,Puri     , 752110 ,           0 ,          2
10-06-2025 ,Orissa ,Puri     , 752111 ,           0 ,          1
19-06-2025 ,Orissa ,Puri     , 752109 ,           1 ,          0
23-06-2025 ,Orissa ,Puri     , 752106 ,           1 ,          1
24-06-2025 ,Orissa ,Puri     , 752109 ,           0 ,          4
26-06-2025 ,Orissa ,Puri     , 752109 ,           2 ,          0
26-06-2025 ,Orissa ,Puri     , 752111 ,           1 ,          0
25-06-2025 ,Orissa ,Puri     , 752106 ,           0 ,          1
25-06-2025 ,Orissa ,Puri     , 752108 ,           1 ,          0
12-08-2025 ,Orissa ,Puri     , 752014 ,           0 ,          6
12-08-2025 ,Orissa ,Puri     , 752100 ,           1 ,          0
12-08-2025 ,Orissa ,Puri     , 752105 ,           1 ,          0
13-08-2025 ,Orissa ,Puri     , 752109 ,           0 ,          1
13-08-2025 ,Orissa ,Puri     , 752119 ,           0 ,          2
11-08-2025 ,Orissa ,Puri     , 751002 ,           1 ,          0
26-08-2025 ,Orissa ,Puri     , 751002 ,           1 ,          1
26-08-2025 ,Orissa ,Puri     , 752013 ,           0 ,          1
26-08-2025 ,Orissa ,Puri     , 754004 ,           0 ,          1
25-08-2025 ,Orissa ,Puri     , 752111 ,           0 ,          2
09-08-2025 ,Orissa ,Puri     , 752002 ,           1 ,          0
09-08-2025 ,Orissa ,Puri     , 752105 ,           1 ,          0
07-08-2025 ,Orissa ,Puri     , 752014 ,           0 ,          1
07-08-2025 ,Orissa ,Puri     , 752017 ,           0 ,          1
07-08-2025 ,Orissa ,Puri     , 752109 ,           0 ,          1
07-08-2025 ,Orissa ,Puri     , 752114 ,           1 ,          0
06-08-2025 ,Orissa ,Puri     , 752002 ,           0 ,          1
06-08-2025 ,Orissa ,Puri     , 752014 ,           0 ,          5
06-08-2025 ,Orissa ,Puri     , 752016 ,           0 ,          1
06-08-2025 ,Orissa ,Puri     , 752107 ,           0 ,          1
08-08-2025 ,Orissa ,Puri     , 752119 ,           1 ,          0
18-08-2025 ,Orissa ,Puri     , 752105 ,           1 ,          2
18-08-2025 ,Orissa ,Puri     , 752107 ,           1 ,          1
18-08-2025 ,Orissa ,Puri     , 752111 ,           0 ,          1
19-08-2025 ,Orissa ,Puri     , 751002 ,           0 ,          1
19-08-2025 ,Orissa ,Puri     , 752014 ,           2 ,          5
19-08-2025 ,Orissa ,Puri     , 752016 ,           2 ,          2
19-08-2025 ,Orissa ,Puri     , 752046 ,           1 ,          2
19-08-2025 ,Orissa ,Puri     , 752121 ,           0 ,          1
15-08-2025 ,Orissa ,Puri     , 752106 ,           0 ,          1
14-08-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
14-08-2025 ,Orissa ,Puri     , 752116 ,           1 ,          0
17-08-2025 ,Orissa ,Puri     , 752109 ,           0 ,          1
16-08-2025 ,Orissa ,Puri     , 752104 ,           1 ,          0
16-08-2025 ,Orissa ,Puri     , 752105 ,           0 ,          1
16-08-2025 ,Orissa ,Puri     , 752110 ,           0 ,          1
31-07-2025 ,Orissa ,Puri     , 752002 ,           0 ,          1
31-07-2025 ,Orissa ,Puri     , 752014 ,           1 ,          2
31-07-2025 ,Orissa ,Puri     , 752104 ,           1 ,          0
31-07-2025 ,Orissa ,Puri     , 752105 ,           1 ,          3
31-07-2025 ,Orissa ,Puri     , 752113 ,           0 ,          1
20-08-2025 ,Orissa ,Puri     , 752002 ,           1 ,          4
20-08-2025 ,Orissa ,Puri     , 752113 ,           0 ,          1
30-08-2025 ,Orissa ,Puri     , 752105 ,           0 ,          2
30-08-2025 ,Orissa ,Puri     , 752107 ,           0 ,          1
30-08-2025 ,Orissa ,Puri     , 752110 ,           0 ,          1
30-08-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
29-08-2025 ,Orissa ,Puri     , 752014 ,           0 ,          3
29-08-2025 ,Orissa ,Puri     , 752108 ,           1 ,          1
29-08-2025 ,Orissa ,Puri     , 752111 ,           1 ,          0
02-09-2025 ,Orissa ,Puri     , 752105 ,           2 ,          1
02-09-2025 ,Orissa ,Puri     , 752106 ,           0 ,          3
02-09-2025 ,Orissa ,Puri     , 752119 ,           0 ,          1
08-09-2025 ,Orissa ,Puri     , 752015 ,           0 ,          1
08-09-2025 ,Orissa ,Puri     , 752016 ,           0 ,          3
08-09-2025 ,Orissa ,Puri     , 752045 ,           1 ,          1
08-09-2025 ,Orissa ,Puri     , 752105 ,           1 ,          0
08-09-2025 ,Orissa ,Puri     , 752108 ,           1 ,          1
08-09-2025 ,Orissa ,Puri     , 752110 ,           0 ,          2
08-09-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
08-09-2025 ,Orissa ,Puri     , 752121 ,           1 ,          0
21-08-2025 ,Orissa ,Puri     , 752014 ,           2 ,          2
21-08-2025 ,Orissa ,Puri     , 752045 ,           2 ,          2
21-08-2025 ,Orissa ,Puri     , 752113 ,           0 ,          1
22-08-2025 ,Orissa ,Puri     , 752108 ,           0 ,          1
22-08-2025 ,Orissa ,Puri     , 752110 ,           0 ,          1
23-08-2025 ,Orissa ,Puri     , 752106 ,           0 ,          3
23-08-2025 ,Orissa ,Puri     , 752108 ,           0 ,          2
01-09-2025 ,Orissa ,Puri     , 752045 ,           0 ,          1
01-09-2025 ,Orissa ,Puri     , 752109 ,           0 ,          1
01-09-2025 ,Orissa ,Puri     , 752111 ,           0 ,          1
03-09-2025 ,Orissa ,Puri     , 752014 ,           1 ,          1
03-09-2025 ,Orissa ,Puri     , 752016 ,           0 ,          1
03-09-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
06-09-2025 ,Orissa ,Puri     , 752104 ,           1 ,          0
05-09-2025 ,Orissa ,Puri     , 752045 ,           0 ,          1
05-09-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
04-09-2025 ,Orissa ,Puri     , 752014 ,           0 ,          6
04-09-2025 ,Orissa ,Puri     , 752104 ,           1 ,          1
04-09-2025 ,Orissa ,Puri     , 752111 ,           0 ,          3
01-07-2025 ,Orissa ,Puri     , 752107 ,           0 ,          2
01-07-2025 ,Orissa ,Puri     , 752108 ,           0 ,          1
02-07-2025 ,Orissa ,Puri     , 752014 ,           0 ,          4
27-06-2025 ,Orissa ,Puri     , 752016 ,           0 ,          1
28-06-2025 ,Orissa ,Puri     , 752106 ,           0 ,          2
28-06-2025 ,Orissa ,Puri     , 752114 ,           1 ,          1
28-06-2025 ,Orissa ,Puri     , 752119 ,           0 ,          1
03-07-2025 ,Orissa ,Puri     , 752002 ,           0 ,          1
03-07-2025 ,Orissa ,Puri     , 752119 ,           1 ,          0
30-06-2025 ,Orissa ,Puri     , 752104 ,           0 ,          1
29-06-2025 ,Orissa ,Puri     , 752015 ,           0 ,          1
07-07-2025 ,Orissa ,Puri     , 752002 ,           0 ,          2
07-07-2025 ,Orissa ,Puri     , 752046 ,           0 ,          1
19-07-2025 ,Orissa ,Puri     , 752002 ,           1 ,          3
19-07-2025 ,Orissa ,Puri     , 752015 ,           0 ,          1
19-07-2025 ,Orissa ,Puri     , 752111 ,           1 ,          4
27-07-2025 ,Orissa ,Puri     , 752015 ,           1 ,          2
25-07-2025 ,Orissa ,Puri     , 752014 ,           2 ,          4
25-07-2025 ,Orissa ,Puri     , 752015 ,           0 ,          1
25-07-2025 ,Orissa ,Puri     , 752016 ,           2 ,          3
25-07-2025 ,Orissa ,Puri     , 752106 ,           1 ,          4
25-07-2025 ,Orissa ,Puri     , 752108 ,           1 ,          0
25-07-2025 ,Orissa ,Puri     , 752114 ,           0 ,          1
26-07-2025 ,Orissa ,Puri     , 752106 ,           0 ,          2
11-07-2025 ,Orissa ,Puri     , 752105 ,           2 ,          1
11-07-2025 ,Orissa ,Puri     , 752107 ,           0 ,          1
11-07-2025 ,Orissa ,Puri     , 752109 ,           0 ,          1
15-07-2025 ,Orissa ,Puri     , 751002 ,           0 ,          1
15-07-2025 ,Orissa ,Puri     , 752016 ,           2 ,          2
15-07-2025 ,Orissa ,Puri     , 752045 ,           0 ,          1
15-07-2025 ,Orissa ,Puri     , 752046 ,           0 ,          1
15-07-2025 ,Orissa ,Puri     , 752108 ,           1 ,          1
15-07-2025 ,Orissa ,Puri     , 752111 ,           0 ,          1
15-07-2025 ,Orissa ,Puri     , 752121 ,           0 ,          1
16-07-2025 ,Orissa ,Puri     , 752105 ,           0 ,          1
16-07-2025 ,Orissa ,Puri     , 752113 ,           0 ,          3
